,state_code,district_code,block_code,state_name,district_name,block_name,finyear,rejected,total,invalid
4412,5,519,519011,BIHAR,DARBHANGA,BIRAUL,19.0,4171,54820,0
4413,5,519,519011,BIHAR,DARBHANGA,BIRAUL,20.0,1318,44051,0
4414,5,519,519012,BIHAR,DARBHANGA,KUSHESHWAR ASTHAN,17.0,1393,15806,0
4415,5,519,519012,BIHAR,DARBHANGA,KUSHESHWAR ASTHAN,18.0,1244,23048,0
4416,5,519,519012,BIHAR,DARBHANGA,KUSHESHWAR ASTHAN,19.0,2074,24162,0
4417,5,519,519012,BIHAR,DARBHANGA,KUSHESHWAR ASTHAN,20.0,1545,19618,0
4418,5,519,519013,BIHAR,DARBHANGA,ALINAGAR,17.0,1230,19077,0
4419,5,519,519013,BIHAR,DARBHANGA,ALINAGAR,18.0,1214,19086,0
4420,5,519,519013,BIHAR,DARBHANGA,ALINAGAR,19.0,1139,17412,0
4421,5,519,519013,BIHAR,DARBHANGA,ALINAGAR,20.0,903,18509,0
4422,5,519,519014,BIHAR,DARBHANGA,GAURABAURAM,17.0,1133,8430,0
4423,5,519,519014,BIHAR,DARBHANGA,GAURABAURAM,18.0,1033,11818,0
4424,5,519,519014,BIHAR,DARBHANGA,GAURABAURAM,19.0,835,21513,0
4425,5,519,519014,BIHAR,DARBHANGA,GAURABAURAM,20.0,614,30582,0
4426,5,519,519015,BIHAR,DARBHANGA,HANUMAN NAGAR,17.0,248,6016,0
4427,5,519,519015,BIHAR,DARBHANGA,HANUMAN NAGAR,18.0,502,10548,0
4428,5,519,519015,BIHAR,DARBHANGA,HANUMAN NAGAR,19.0,733,13938,0
4429,5,519,519015,BIHAR,DARBHANGA,HANUMAN NAGAR,20.0,324,9990,0
4430,5,519,519016,BIHAR,DARBHANGA,KIRATPUR,17.0,500,8431,0
4431,5,519,519016,BIHAR,DARBHANGA,KIRATPUR,18.0,1010,13367,0
4432,5,519,519016,BIHAR,DARBHANGA,KIRATPUR,19.0,859,14153,0
4433,5,519,519016,BIHAR,DARBHANGA,KIRATPUR,20.0,517,10000,0
4434,5,519,519017,BIHAR,DARBHANGA,KUSHESWAR ASTHAN EAST,17.0,1663,14707,0
4435,5,519,519017,BIHAR,DARBHANGA,KUSHESWAR ASTHAN EAST,18.0,636,15880,0
4436,5,519,519017,BIHAR,DARBHANGA,KUSHESWAR ASTHAN EAST,19.0,1010,18843,0
4437,5,519,519017,BIHAR,DARBHANGA,KUSHESWAR ASTHAN EAST,20.0,1611,13061,0
4438,5,519,519018,BIHAR,DARBHANGA,TARDIH,17.0,706,6422,0
4439,5,519,519018,BIHAR,DARBHANGA,TARDIH,18.0,1669,14252,0
4440,5,519,519018,BIHAR,DARBHANGA,TARDIH,19.0,746,11168,0
4441,5,519,519018,BIHAR,DARBHANGA,TARDIH,20.0,747,8004,0
4442,5,520,520001,BIHAR,MADHUBANI,MADHWAPUR,17.0,270,11100,0
4443,5,520,520001,BIHAR,MADHUBANI,MADHWAPUR,18.0,232,11528,0
4444,5,520,520001,BIHAR,MADHUBANI,MADHWAPUR,19.0,348,14185,0
4445,5,520,520001,BIHAR,MADHUBANI,MADHWAPUR,20.0,142,9863,0
4446,5,520,520002,BIHAR,MADHUBANI,HARLAKHI,17.0,210,8292,0
4447,5,520,520002,BIHAR,MADHUBANI,HARLAKHI,18.0,339,8862,0
4448,5,520,520002,BIHAR,MADHUBANI,HARLAKHI,19.0,385,12617,0
4449,5,520,520002,BIHAR,MADHUBANI,HARLAKHI,20.0,154,9237,0
4450,5,520,520003,BIHAR,MADHUBANI,BASOPATTI,17.0,646,13092,0
4451,5,520,520003,BIHAR,MADHUBANI,BASOPATTI,18.0,270,8733,0
4452,5,520,520003,BIHAR,MADHUBANI,BASOPATTI,19.0,294,13838,0
4453,5,520,520003,BIHAR,MADHUBANI,BASOPATTI,20.0,148,9028,0
4454,5,520,520004,BIHAR,MADHUBANI,BENIPATTI,17.0,450,24028,0
4455,5,520,520004,BIHAR,MADHUBANI,BENIPATTI,18.0,601,25156,0
4456,5,520,520004,BIHAR,MADHUBANI,BENIPATTI,19.0,540,25734,0
4457,5,520,520004,BIHAR,MADHUBANI,BENIPATTI,20.0,228,20460,0
4458,5,520,520005,BIHAR,MADHUBANI,BISFI,17.0,730,12829,0
4459,5,520,520005,BIHAR,MADHUBANI,BISFI,18.0,344,11333,0
4460,5,520,520005,BIHAR,MADHUBANI,BISFI,19.0,576,15571,0
4461,5,520,520005,BIHAR,MADHUBANI,BISFI,20.0,213,15350,0
4462,5,520,520006,BIHAR,MADHUBANI,KALUAHI,17.0,202,5639,0
4463,5,520,520006,BIHAR,MADHUBANI,KALUAHI,18.0,170,4165,0
4464,5,520,520006,BIHAR,MADHUBANI,KALUAHI,19.0,67,2738,0
4465,5,520,520006,BIHAR,MADHUBANI,KALUAHI,20.0,27,3006,0
4466,5,520,520007,BIHAR,MADHUBANI,KHAJAULI,17.0,598,18885,0
4467,5,520,520007,BIHAR,MADHUBANI,KHAJAULI,18.0,574,13434,0
4468,5,520,520007,BIHAR,MADHUBANI,KHAJAULI,19.0,294,8243,0
4469,5,520,520007,BIHAR,MADHUBANI,KHAJAULI,20.0,113,7184,0
4470,5,520,520008,BIHAR,MADHUBANI,JAINAGAR,17.0,261,14732,0
4471,5,520,520008,BIHAR,MADHUBANI,JAINAGAR,18.0,155,10118,0
4472,5,520,520008,BIHAR,MADHUBANI,JAINAGAR,19.0,139,9772,0
4473,5,520,520008,BIHAR,MADHUBANI,JAINAGAR,20.0,326,9112,0
4474,5,520,520009,BIHAR,MADHUBANI,LADANIA,17.0,502,12247,0
4475,5,520,520009,BIHAR,MADHUBANI,LADANIA,18.0,655,15350,0
4476,5,520,520009,BIHAR,MADHUBANI,LADANIA,19.0,598,11709,0
4477,5,520,520009,BIHAR,MADHUBANI,LADANIA,20.0,281,10169,0
4478,5,520,520010,BIHAR,MADHUBANI,BABU BARHI,17.0,263,8528,0
4479,5,520,520010,BIHAR,MADHUBANI,BABU BARHI,18.0,243,9602,0
4480,5,520,520010,BIHAR,MADHUBANI,BABU BARHI,19.0,744,16144,0
4481,5,520,520010,BIHAR,MADHUBANI,BABU BARHI,20.0,291,14952,0
4482,5,520,520011,BIHAR,MADHUBANI,RAJNAGAR,17.0,218,12287,0
4483,5,520,520011,BIHAR,MADHUBANI,RAJNAGAR,18.0,287,10148,0
4484,5,520,520011,BIHAR,MADHUBANI,RAJNAGAR,19.0,362,15270,0
4485,5,520,520011,BIHAR,MADHUBANI,RAJNAGAR,20.0,267,17810,0
4486,5,520,520012,BIHAR,MADHUBANI,PANDAUL,17.0,508,17882,0
4487,5,520,520012,BIHAR,MADHUBANI,PANDAUL,18.0,193,10007,0
4488,5,520,520012,BIHAR,MADHUBANI,PANDAUL,19.0,587,22429,0
4489,5,520,520012,BIHAR,MADHUBANI,PANDAUL,20.0,288,18049,0
4490,5,520,520013,BIHAR,MADHUBANI,JHANJHARPUR,17.0,233,6966,0
4491,5,520,520013,BIHAR,MADHUBANI,JHANJHARPUR,18.0,333,8823,0
4492,5,520,520013,BIHAR,MADHUBANI,JHANJHARPUR,19.0,751,13266,0
4493,5,520,520013,BIHAR,MADHUBANI,JHANJHARPUR,20.0,539,11181,0
4494,5,520,520014,BIHAR,MADHUBANI,ANDHRATHARHI,17.0,348,10937,0
4495,5,520,520014,BIHAR,MADHUBANI,ANDHRATHARHI,18.0,371,11161,0
4496,5,520,520014,BIHAR,MADHUBANI,ANDHRATHARHI,19.0,206,12429,0
4497,5,520,520014,BIHAR,MADHUBANI,ANDHRATHARHI,20.0,331,14988,0
4498,5,520,520015,BIHAR,MADHUBANI,PHULPARAS,17.0,424,8177,0
4499,5,520,520015,BIHAR,MADHUBANI,PHULPARAS,18.0,590,11800,0
4500,5,520,520015,BIHAR,MADHUBANI,PHULPARAS,19.0,392,9000,0
4501,5,520,520015,BIHAR,MADHUBANI,PHULPARAS,20.0,221,11111,0
4502,5,520,520016,BIHAR,MADHUBANI,LAUKAHA (KHUTAUNA),17.0,105,6829,0
4503,5,520,520016,BIHAR,MADHUBANI,LAUKAHA (KHUTAUNA),18.0,743,22470,0
4504,5,520,520016,BIHAR,MADHUBANI,LAUKAHA (KHUTAUNA),19.0,367,13981,0
4505,5,520,520016,BIHAR,MADHUBANI,LAUKAHA (KHUTAUNA),20.0,146,12659,0
4506,5,520,520017,BIHAR,MADHUBANI,LAUKAHI,17.0,610,29799,0
4507,5,520,520017,BIHAR,MADHUBANI,LAUKAHI,18.0,964,14677,0
4508,5,520,520017,BIHAR,MADHUBANI,LAUKAHI,19.0,711,15160,0
4509,5,520,520017,BIHAR,MADHUBANI,LAUKAHI,20.0,364,14155,0
4510,5,520,520018,BIHAR,MADHUBANI,GHOGHARDIHA,17.0,313,9449,0
4511,5,520,520018,BIHAR,MADHUBANI,GHOGHARDIHA,18.0,944,14455,0
4512,5,520,520018,BIHAR,MADHUBANI,GHOGHARDIHA,19.0,377,11061,0
4513,5,520,520018,BIHAR,MADHUBANI,GHOGHARDIHA,20.0,189,9563,0
4514,5,520,520019,BIHAR,MADHUBANI,LAKHNAUR,17.0,248,15807,0
4515,5,520,520019,BIHAR,MADHUBANI,LAKHNAUR,18.0,162,10587,0
4516,5,520,520019,BIHAR,MADHUBANI,LAKHNAUR,19.0,275,8172,0
4517,5,520,520019,BIHAR,MADHUBANI,LAKHNAUR,20.0,301,13009,0
4518,5,520,520020,BIHAR,MADHUBANI,MADHEPUR,17.0,566,15854,0
4519,5,520,520020,BIHAR,MADHUBANI,MADHEPUR,18.0,482,12385,0
4520,5,520,520020,BIHAR,MADHUBANI,MADHEPUR,19.0,1092,29935,0
4521,5,520,520020,BIHAR,MADHUBANI,MADHEPUR,20.0,497,24733,0
4522,5,520,520021,BIHAR,MADHUBANI,RAHIKA,17.0,172,4075,0
4523,5,520,520021,BIHAR,MADHUBANI,RAHIKA,18.0,356,8989,0
4524,5,520,520021,BIHAR,MADHUBANI,RAHIKA,19.0,415,18622,0
4525,5,520,520021,BIHAR,MADHUBANI,RAHIKA,20.0,237,18939,0
4526,5,521,521010,BIHAR,SAHARSA,NAUHATTA,17.0,2080,38485,0
4527,5,521,521010,BIHAR,SAHARSA,NAUHATTA,18.0,2085,47367,0
4528,5,521,521010,BIHAR,SAHARSA,NAUHATTA,19.0,929,24105,0
4529,5,521,521010,BIHAR,SAHARSA,NAUHATTA,20.0,535,27623,0
4530,5,521,521011,BIHAR,SAHARSA,MAHISHI,17.0,1447,22775,0
4531,5,521,521011,BIHAR,SAHARSA,MAHISHI,18.0,1590,30489,0
4532,5,521,521011,BIHAR,SAHARSA,MAHISHI,19.0,1181,26476,0
4533,5,521,521011,BIHAR,SAHARSA,MAHISHI,20.0,2807,37668,0
4534,5,521,521012,BIHAR,SAHARSA,KAHARA,17.0,1996,52384,0
4535,5,521,521012,BIHAR,SAHARSA,KAHARA,18.0,2857,49335,0
4536,5,521,521012,BIHAR,SAHARSA,KAHARA,19.0,674,23440,0
4537,5,521,521012,BIHAR,SAHARSA,KAHARA,20.0,472,24634,0
4538,5,521,521013,BIHAR,SAHARSA,SOUR BAZAR,17.0,3156,103228,0
4539,5,521,521013,BIHAR,SAHARSA,SOUR BAZAR,18.0,4740,105034,0
4540,5,521,521013,BIHAR,SAHARSA,SOUR BAZAR,19.0,2234,57181,0
4541,5,521,521013,BIHAR,SAHARSA,SOUR BAZAR,20.0,9734,78182,0
4542,5,521,521014,BIHAR,SAHARSA,SIMRI BAKHTIARPUR,17.0,8668,191163,0
4543,5,521,521014,BIHAR,SAHARSA,SIMRI BAKHTIARPUR,18.0,3042,77726,0
4544,5,521,521014,BIHAR,SAHARSA,SIMRI BAKHTIARPUR,19.0,3105,89040,0
4545,5,521,521014,BIHAR,SAHARSA,SIMRI BAKHTIARPUR,20.0,6344,89010,0
4546,5,521,521015,BIHAR,SAHARSA,SALKHUA,17.0,1484,45151,0
4547,5,521,521015,BIHAR,SAHARSA,SALKHUA,18.0,885,44842,0
4548,5,521,521015,BIHAR,SAHARSA,SALKHUA,19.0,1949,51454,0
4549,5,521,521015,BIHAR,SAHARSA,SALKHUA,20.0,1026,35648,0
4550,5,521,521016,BIHAR,SAHARSA,SONBARSA,17.0,3770,77423,0
4551,5,521,521016,BIHAR,SAHARSA,SONBARSA,18.0,2683,69776,0
4552,5,521,521016,BIHAR,SAHARSA,SONBARSA,19.0,4900,101464,0
4553,5,521,521016,BIHAR,SAHARSA,SONBARSA,20.0,9506,134988,0
4554,5,521,521017,BIHAR,SAHARSA,BANMA  ITAHARI,17.0,394,20265,0
4555,5,521,521017,BIHAR,SAHARSA,BANMA  ITAHARI,18.0,179,13324,0
4556,5,521,521017,BIHAR,SAHARSA,BANMA  ITAHARI,19.0,409,24282,0
4557,5,521,521017,BIHAR,SAHARSA,BANMA  ITAHARI,20.0,668,28830,0
4558,5,521,521018,BIHAR,SAHARSA,PATARGHAT,17.0,578,20228,0
4559,5,521,521018,BIHAR,SAHARSA,PATARGHAT,18.0,951,32015,0
4560,5,521,521018,BIHAR,SAHARSA,PATARGHAT,19.0,3694,38155,0
4561,5,521,521018,BIHAR,SAHARSA,PATARGHAT,20.0,9194,54031,0
4562,5,521,521019,BIHAR,SAHARSA,SATTAR  KATTAIYA,17.0,2124,26004,0
4563,5,521,521019,BIHAR,SAHARSA,SATTAR  KATTAIYA,18.0,927,26985,0
4564,5,521,521019,BIHAR,SAHARSA,SATTAR  KATTAIYA,19.0,622,25349,0
4565,5,521,521019,BIHAR,SAHARSA,SATTAR  KATTAIYA,20.0,430,17534,0
4566,5,522,522001,BIHAR,MADHEPURA,SINGHESHWAR,17.0,1449,26234,0
4567,5,522,522001,BIHAR,MADHEPURA,SINGHESHWAR,18.0,1591,35224,0
4568,5,522,522001,BIHAR,MADHEPURA,SINGHESHWAR,19.0,748,27173,0
4569,5,522,522001,BIHAR,MADHEPURA,SINGHESHWAR,20.0,702,27643,0
4570,5,522,522002,BIHAR,MADHEPURA,KUMARKHAND,17.0,1474,45729,0
4571,5,522,522002,BIHAR,MADHEPURA,KUMARKHAND,18.0,3197,71756,0
4572,5,522,522002,BIHAR,MADHEPURA,KUMARKHAND,19.0,3345,59597,0
4573,5,522,522002,BIHAR,MADHEPURA,KUMARKHAND,20.0,3435,84978,0
4574,5,522,522003,BIHAR,MADHEPURA,MADHEPURA,17.0,806,27050,0
4575,5,522,522003,BIHAR,MADHEPURA,MADHEPURA,18.0,1906,40609,0
4576,5,522,522003,BIHAR,MADHEPURA,MADHEPURA,19.0,1340,37745,0
4577,5,522,522003,BIHAR,MADHEPURA,MADHEPURA,20.0,1939,48618,0
4578,5,522,522004,BIHAR,MADHEPURA,MURLIGANJ,17.0,4592,91422,0
4579,5,522,522004,BIHAR,MADHEPURA,MURLIGANJ,18.0,4501,76697,0
4580,5,522,522004,BIHAR,MADHEPURA,MURLIGANJ,19.0,1232,34067,0
4581,5,522,522004,BIHAR,MADHEPURA,MURLIGANJ,20.0,1380,29838,0
4582,5,522,522005,BIHAR,MADHEPURA,UDA KISHANGANJ,17.0,1704,21026,0
4583,5,522,522005,BIHAR,MADHEPURA,UDA KISHANGANJ,18.0,2492,31058,0
4584,5,522,522005,BIHAR,MADHEPURA,UDA KISHANGANJ,19.0,1793,31827,0
4585,5,522,522005,BIHAR,MADHEPURA,UDA KISHANGANJ,20.0,5203,33831,0
4586,5,522,522006,BIHAR,MADHEPURA,CHAUSA,17.0,656,23469,0
4587,5,522,522006,BIHAR,MADHEPURA,CHAUSA,18.0,1281,38078,0
4588,5,522,522006,BIHAR,MADHEPURA,CHAUSA,19.0,870,18886,0
4589,5,522,522006,BIHAR,MADHEPURA,CHAUSA,20.0,367,17016,0
4590,5,522,522007,BIHAR,MADHEPURA,ALAMNAGAR,17.0,648,24060,0
4591,5,522,522007,BIHAR,MADHEPURA,ALAMNAGAR,18.0,1649,42164,0
4592,5,522,522007,BIHAR,MADHEPURA,ALAMNAGAR,19.0,1480,33710,0
4593,5,522,522007,BIHAR,MADHEPURA,ALAMNAGAR,20.0,1657,34385,0
4594,5,522,522008,BIHAR,MADHEPURA,PURANI,17.0,780,25285,0
4595,5,522,522008,BIHAR,MADHEPURA,PURANI,18.0,2816,37284,0
4596,5,522,522008,BIHAR,MADHEPURA,PURANI,19.0,1225,23244,0
4597,5,522,522008,BIHAR,MADHEPURA,PURANI,20.0,4239,30189,0
4598,5,522,522009,BIHAR,MADHEPURA,SHANKARPUR,17.0,692,18385,0
4599,5,522,522009,BIHAR,MADHEPURA,SHANKARPUR,18.0,591,19816,0
4600,5,522,522009,BIHAR,MADHEPURA,SHANKARPUR,19.0,421,19973,0
4601,5,522,522009,BIHAR,MADHEPURA,SHANKARPUR,20.0,539,24353,0
4602,5,522,522010,BIHAR,MADHEPURA,GWALPARA,17.0,1396,19841,0
4603,5,522,522010,BIHAR,MADHEPURA,GWALPARA,18.0,2548,32941,0
4604,5,522,522010,BIHAR,MADHEPURA,GWALPARA,19.0,1114,21139,0
4605,5,522,522010,BIHAR,MADHEPURA,GWALPARA,20.0,549,20760,0
4606,5,522,522011,BIHAR,MADHEPURA,GAMHARIYA,17.0,370,17518,0
4607,5,522,522011,BIHAR,MADHEPURA,GAMHARIYA,18.0,460,17962,0
4608,5,522,522011,BIHAR,MADHEPURA,GAMHARIYA,19.0,457,17587,0
4609,5,522,522011,BIHAR,MADHEPURA,GAMHARIYA,20.0,1840,19406,0
4610,5,522,522012,BIHAR,MADHEPURA,GHELARH,17.0,717,13458,0
4611,5,522,522012,BIHAR,MADHEPURA,GHELARH,18.0,1207,27992,0
4612,5,522,522012,BIHAR,MADHEPURA,GHELARH,19.0,1202,29800,0
4613,5,522,522012,BIHAR,MADHEPURA,GHELARH,20.0,801,27220,0
4614,5,522,522013,BIHAR,MADHEPURA,BIHARIGANJ,17.0,313,10158,0
4615,5,522,522013,BIHAR,MADHEPURA,BIHARIGANJ,18.0,866,22790,0
4616,5,522,522013,BIHAR,MADHEPURA,BIHARIGANJ,19.0,560,20082,0
4617,5,522,522013,BIHAR,MADHEPURA,BIHARIGANJ,20.0,1056,22316,0
4618,5,523,523001,BIHAR,PURNIA,BAISA,17.0,852,25250,0
4619,5,523,523001,BIHAR,PURNIA,BAISA,18.0,676,20713,0
4620,5,523,523001,BIHAR,PURNIA,BAISA,19.0,911,38526,0
4621,5,523,523001,BIHAR,PURNIA,BAISA,20.0,381,22168,0
4622,5,523,523002,BIHAR,PURNIA,AMOUR,17.0,1931,52163,0
4623,5,523,523002,BIHAR,PURNIA,AMOUR,18.0,2020,65963,0
4624,5,523,523002,BIHAR,PURNIA,AMOUR,19.0,1982,102653,0
4625,5,523,523002,BIHAR,PURNIA,AMOUR,20.0,1084,39579,0
4626,5,523,523003,BIHAR,PURNIA,BAISI,17.0,696,18177,0
4627,5,523,523003,BIHAR,PURNIA,BAISI,18.0,1347,21878,0
4628,5,523,523003,BIHAR,PURNIA,BAISI,19.0,1129,57261,0
4629,5,523,523003,BIHAR,PURNIA,BAISI,20.0,365,29125,0
4630,5,523,523004,BIHAR,PURNIA,PURNIA EAST,17.0,353,14619,0
4631,5,523,523004,BIHAR,PURNIA,PURNIA EAST,18.0,229,12896,0
4632,5,523,523004,BIHAR,PURNIA,PURNIA EAST,19.0,206,11558,0
4633,5,523,523004,BIHAR,PURNIA,PURNIA EAST,20.0,225,10174,0
4634,5,523,523005,BIHAR,PURNIA,KASBA,17.0,477,17415,0
4635,5,523,523005,BIHAR,PURNIA,KASBA,18.0,406,18212,0
4636,5,523,523005,BIHAR,PURNIA,KASBA,19.0,413,24824,0
4637,5,523,523005,BIHAR,PURNIA,KASBA,20.0,260,17567,0
4638,5,523,523006,BIHAR,PURNIA,KRITYANAND NAGAR,17.0,696,26781,0
4639,5,523,523006,BIHAR,PURNIA,KRITYANAND NAGAR,18.0,444,16738,0
4640,5,523,523006,BIHAR,PURNIA,KRITYANAND NAGAR,19.0,462,18606,0
4641,5,523,523006,BIHAR,PURNIA,KRITYANAND NAGAR,20.0,464,14554,0
4642,5,523,523007,BIHAR,PURNIA,BANMANKHI,17.0,712,22045,0
4643,5,523,523007,BIHAR,PURNIA,BANMANKHI,18.0,1335,28494,0
4644,5,523,523007,BIHAR,PURNIA,BANMANKHI,19.0,1262,39028,0
4645,5,523,523007,BIHAR,PURNIA,BANMANKHI,20.0,501,27963,0
4646,5,523,523008,BIHAR,PURNIA,BARHARA,17.0,2794,36322,0
4647,5,523,523008,BIHAR,PURNIA,BARHARA,18.0,2208,31173,0
4648,5,523,523008,BIHAR,PURNIA,BARHARA,19.0,1387,25921,0
4649,5,523,523008,BIHAR,PURNIA,BARHARA,20.0,559,25333,0
4650,5,523,523009,BIHAR,PURNIA,DHAMDAHA,17.0,942,23548,0
4651,5,523,523009,BIHAR,PURNIA,DHAMDAHA,18.0,885,17869,0
4652,5,523,523009,BIHAR,PURNIA,DHAMDAHA,19.0,1609,40979,0
4653,5,523,523009,BIHAR,PURNIA,DHAMDAHA,20.0,1443,33596,0
4654,5,523,523010,BIHAR,PURNIA,BHAWANIPUR,17.0,673,10691,0
4655,5,523,523010,BIHAR,PURNIA,BHAWANIPUR,18.0,600,16393,0
4656,5,523,523010,BIHAR,PURNIA,BHAWANIPUR,19.0,753,21092,0
4657,5,523,523010,BIHAR,PURNIA,BHAWANIPUR,20.0,255,12465,0
4658,5,523,523011,BIHAR,PURNIA,RUPOULI,17.0,594,18747,0
4659,5,523,523011,BIHAR,PURNIA,RUPOULI,18.0,1503,28580,0
4660,5,523,523011,BIHAR,PURNIA,RUPOULI,19.0,1355,38150,0
4661,5,523,523011,BIHAR,PURNIA,RUPOULI,20.0,509,20458,0
4662,5,523,523012,BIHAR,PURNIA,JALALGARH,17.0,258,8587,0
4663,5,523,523012,BIHAR,PURNIA,JALALGARH,18.0,470,9961,0
4664,5,523,523012,BIHAR,PURNIA,JALALGARH,19.0,396,12299,0
4665,5,523,523012,BIHAR,PURNIA,JALALGARH,20.0,356,15837,0
4666,5,523,523013,BIHAR,PURNIA,SRINAGAR,17.0,502,17331,0
4667,5,523,523013,BIHAR,PURNIA,SRINAGAR,18.0,393,11766,0
4668,5,523,523013,BIHAR,PURNIA,SRINAGAR,19.0,976,23425,0
4669,5,523,523013,BIHAR,PURNIA,SRINAGAR,20.0,1320,18469,0
4670,5,523,523014,BIHAR,PURNIA,DAGRAUA,17.0,1346,48360,0
4671,5,523,523014,BIHAR,PURNIA,DAGRAUA,18.0,1289,38911,0
4672,5,523,523014,BIHAR,PURNIA,DAGRAUA,19.0,1348,39316,0
4673,5,523,523014,BIHAR,PURNIA,DAGRAUA,20.0,602,16744,0
4674,5,524,524001,BIHAR,KATIHAR,FALKA,17.0,766,18693,0
4675,5,524,524001,BIHAR,KATIHAR,FALKA,18.0,812,19927,0
4676,5,524,524001,BIHAR,KATIHAR,FALKA,19.0,396,18459,0
4677,5,524,524001,BIHAR,KATIHAR,FALKA,20.0,290,17699,0
4678,5,524,524002,BIHAR,KATIHAR,KORHA,17.0,723,34927,0
4679,5,524,524002,BIHAR,KATIHAR,KORHA,18.0,993,36428,0
4680,5,524,524002,BIHAR,KATIHAR,KORHA,19.0,1391,54867,0
4681,5,524,524002,BIHAR,KATIHAR,KORHA,20.0,949,36193,0
4682,5,524,524003,BIHAR,KATIHAR,KATIHAR,17.0,58,4023,0
4683,5,524,524003,BIHAR,KATIHAR,KATIHAR,18.0,108,6128,0
4684,5,524,524003,BIHAR,KATIHAR,KATIHAR,19.0,85,4993,0
4685,5,524,524003,BIHAR,KATIHAR,KATIHAR,20.0,51,3184,0
4686,5,524,524004,BIHAR,KATIHAR,KADWA,17.0,1934,41773,0
4687,5,524,524004,BIHAR,KATIHAR,KADWA,18.0,1105,33061,0
4688,5,524,524004,BIHAR,KATIHAR,KADWA,19.0,647,32657,0
4689,5,524,524004,BIHAR,KATIHAR,KADWA,20.0,337,25317,0
4690,5,524,524005,BIHAR,KATIHAR,BALRAMPUR,17.0,442,11518,0
4691,5,524,524005,BIHAR,KATIHAR,BALRAMPUR,18.0,524,11575,0
4692,5,524,524005,BIHAR,KATIHAR,BALRAMPUR,19.0,298,9592,0
4693,5,524,524005,BIHAR,KATIHAR,BALRAMPUR,20.0,276,14517,0
4694,5,524,524006,BIHAR,KATIHAR,BARSOI,17.0,1246,41718,0
4695,5,524,524006,BIHAR,KATIHAR,BARSOI,18.0,1653,63178,0
4696,5,524,524006,BIHAR,KATIHAR,BARSOI,19.0,849,42613,0
4697,5,524,524006,BIHAR,KATIHAR,BARSOI,20.0,330,35895,0
4698,5,524,524007,BIHAR,KATIHAR,AZAMNAGAR,17.0,1974,34006,0
4699,5,524,524007,BIHAR,KATIHAR,AZAMNAGAR,18.0,1567,32897,0
4700,5,524,524007,BIHAR,KATIHAR,AZAMNAGAR,19.0,1818,56470,0
4701,5,524,524007,BIHAR,KATIHAR,AZAMNAGAR,20.0,1719,55210,0
4702,5,524,524008,BIHAR,KATIHAR,PRANPUR,17.0,433,9367,0
4703,5,524,524008,BIHAR,KATIHAR,PRANPUR,18.0,1039,24374,0
4704,5,524,524008,BIHAR,KATIHAR,PRANPUR,19.0,489,17303,0
4705,5,524,524008,BIHAR,KATIHAR,PRANPUR,20.0,305,10460,0
4706,5,524,524009,BIHAR,KATIHAR,BARARI,17.0,660,15467,0
4707,5,524,524009,BIHAR,KATIHAR,BARARI,18.0,700,19709,0
4708,5,524,524009,BIHAR,KATIHAR,BARARI,19.0,432,17751,0
4709,5,524,524009,BIHAR,KATIHAR,BARARI,20.0,308,18366,0
4710,5,524,524010,BIHAR,KATIHAR,MANIHARI,17.0,398,17680,0
4711,5,524,524010,BIHAR,KATIHAR,MANIHARI,18.0,351,12299,0
4712,5,524,524010,BIHAR,KATIHAR,MANIHARI,19.0,478,14898,0
4713,5,524,524010,BIHAR,KATIHAR,MANIHARI,20.0,201,15781,0
4714,5,524,524011,BIHAR,KATIHAR,AMDABAD,17.0,334,11269,0
4715,5,524,524011,BIHAR,KATIHAR,AMDABAD,18.0,779,20734,0
4716,5,524,524011,BIHAR,KATIHAR,AMDABAD,19.0,513,20321,0
4717,5,524,524011,BIHAR,KATIHAR,AMDABAD,20.0,279,15890,0
4718,5,524,524012,BIHAR,KATIHAR,DANDKHORA,17.0,208,6105,0
4719,5,524,524012,BIHAR,KATIHAR,DANDKHORA,18.0,87,3204,0
4720,5,524,524012,BIHAR,KATIHAR,DANDKHORA,19.0,132,3807,0
4721,5,524,524012,BIHAR,KATIHAR,DANDKHORA,20.0,180,4458,0
4722,5,524,524013,BIHAR,KATIHAR,HASANGANJ,17.0,518,7288,0
4723,5,524,524013,BIHAR,KATIHAR,HASANGANJ,18.0,189,5321,0
4724,5,524,524013,BIHAR,KATIHAR,HASANGANJ,19.0,157,4953,0
4725,5,524,524013,BIHAR,KATIHAR,HASANGANJ,20.0,112,4497,0
4726,5,524,524014,BIHAR,KATIHAR,MANSAHI,17.0,261,5821,0
4727,5,524,524014,BIHAR,KATIHAR,MANSAHI,18.0,105,3677,0
4728,5,524,524014,BIHAR,KATIHAR,MANSAHI,19.0,167,6906,0
4729,5,524,524014,BIHAR,KATIHAR,MANSAHI,20.0,81,4841,0
4730,5,524,524015,BIHAR,KATIHAR,KURSELA,17.0,103,6965,0
4731,5,524,524015,BIHAR,KATIHAR,KURSELA,18.0,34,2184,0
4732,5,524,524015,BIHAR,KATIHAR,KURSELA,19.0,122,7403,0
4733,5,524,524015,BIHAR,KATIHAR,KURSELA,20.0,83,7194,0
4734,5,524,524016,BIHAR,KATIHAR,SAMELI,17.0,215,8546,0
4735,5,524,524016,BIHAR,KATIHAR,SAMELI,18.0,232,8291,0
